property_id,kota,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,jumlah_lantai,garasi,tahun_dibangun,kondisi,jarak_pusat_kota_km,dekat_sekolah,dekat_rs,dekat_mall,jenis_sertifikat,harga_idr
PROP00224,Bekasi,219,418,1,4,3,Tidak,2024,Perlu Renovasi,31.3,Ya,Tidak,Ya,SHM,3425842277
PROP00225,Bekasi,278,447,1,2,2,Tidak,1994,Baru,11,Ya,Tidak,Tidak,SHGB,8313678207
PROP00226,Jakarta Utara,547,,2,3,1,Tidak,2000,Bagus,14.7,Ya,Ya,Tidak,SHM,26144833969
PROP00227,Jakarta Barat,317,399,1,4,2,Tidak,2006,Bagus,29.5,Ya,Tidak,Tidak,SHM,12779260266
PROP00228,Yogyakarta,294,481,5,2,3,Ya,,Bagus,32.4,Ya,Tidak,Ya,Girik,6224905746
PROP00229,Bandung,191,403,2,4,2,Tidak,2000,Perlu Renovasi,20.5,Ya,Ya,Tidak,HGB,2521589044
PROP00230,Tangerang,84,180,1,3,1,Tidak,1986,Bagus,26.5,Ya,Tidak,Ya,,2056162585
PROP00231,Tangerang,368,559,5,2,3,Tidak,2024,Baru,5,Ya,Ya,Ya,,17321975127
PROP00232,Bekasi,33,59,2,4,1,Tidak,1988,Baru,28.3,,Ya,,Girik,917854835
PROP00233,Jakarta Barat,252,294,3,2,3,Tidak,,Cukup,9.2,Ya,Ya,Ya,Girik,10110676738
PROP00234,Bekasi,72,299,1,4,3,Ya,1987,Bagus,7.9,Tidak,Tidak,Tidak,HGB,1474769055
PROP00235,Bekasi,322,544,6,2,3,Tidak,2002,Perlu Renovasi,14.9,Tidak,Ya,Tidak,HGB,8436997075
PROP00236,Jakarta Utara,269,379,2,3,2,Ya,1997,Baru,21.1,Tidak,Ya,Ya,SHM,12901862325
PROP00237,Surabaya,52,266,4,1,2,Ya,1999,Baru,26.7,Tidak,Ya,Tidak,SHGB,2243015811
PROP00238,Tangerang,71,112,4,3,2,Ya,2017,Baru,15.2,,Tidak,Tidak,,3229753971
PROP00239,Surabaya,70,191,5,1,2,Tidak,1995,Cukup,2.8,Ya,Ya,,SHM,2910763161
PROP00240,Jakarta Barat,130,210,1,1,3,Tidak,1987,Baru,12.8,Tidak,Tidak,Ya,HGB,9155264425
PROP00241,Bali,574,626,3,1,2,Ya,2019,Bagus,27.6,Ya,Ya,Ya,Strata Title,21310254595
PROP00242,Tangerang,90,295,3,3,2,Tidak,2003,Bagus,15.9,Tidak,,Tidak,Girik,3113313619
PROP00243,Jakarta Utara,81,311,3,2,3,Ya,2020,Bagus,29.7,Ya,Tidak,Tidak,Girik,2757369405
PROP00244,Bekasi,196,292,3,2,1,Ya,2018,Perlu Renovasi,21.1,Ya,Ya,Ya,SHM,4115448240
PROP00245,Yogyakarta,129,333,6,2,3,Tidak,1996,Cukup,22.1,Ya,Tidak,Ya,Girik,2509652499
PROP00246,Tangerang,457,627,4,4,1,Ya,2023,Baru,32.7,Tidak,Tidak,Ya,Strata Title,13819410571
PROP00247,Medan,387,636,4,4,1,Ya,2000,Baru,11,Tidak,Ya,Tidak,Strata Title,10823560002
PROP00248,Semarang,,564,1,1,1,Ya,2006,Baru,4.2,Tidak,Ya,Ya,SHGB,14560032924
PROP00249,Jakarta Utara,175,188,1,4,,Tidak,1986,Bagus,31.8,Ya,Tidak,Ya,SHGB,4659695611
PROP00250,Jakarta Barat,393,406,3,3,1,Tidak,2007,Baru,21.2,Tidak,Tidak,Tidak,SHGB,20167054213
PROP00251,Jakarta Utara,481,722,5,2,1,Tidak,2012,Cukup,13.1,Tidak,Ya,Ya,HGB,
PROP00252,Bandung,423,484,6,4,2,Ya,1992,,7.2,Ya,Tidak,Tidak,SHGB,12524359629
PROP00253,Bandung,522,529,6,2,3,Ya,,Bagus,12.6,Ya,Tidak,Ya,SHM,21869309379
PROP00254,Yogyakarta,163,367,4,1,1,Ya,2021,Cukup,28.6,Ya,Ya,Tidak,SHM,2496604644
PROP00255,Jakarta Barat,358,516,4,4,3,Tidak,1990,Cukup,19.3,Tidak,Tidak,Tidak,Strata Title,15856102677
PROP00256,Jakarta Barat,411,641,1,3,1,Ya,2016,Perlu Renovasi,8.7,Ya,Tidak,Tidak,HGB,14153659382
PROP00257,Bali,70,117,3,2,3,Tidak,1990,Bagus,1.3,Tidak,Tidak,Tidak,SHM,3415094378
PROP00258,Semarang,59,232,2,2,3,Ya,,Bagus,30.6,Tidak,Tidak,Tidak,HGB,894993313
PROP00259,Surabaya,55,,1,4,2,Tidak,1991,Cukup,12.5,Tidak,Tidak,Tidak,SHM,1382437996
PROP00260,Surabaya,422,,6,4,2,Tidak,1986,Baru,26.4,Ya,Tidak,Tidak,SHM,20687705214
PROP00261,Medan,449,613,1,4,2,Tidak,1985,Bagus,29.3,Ya,Tidak,Ya,SHM,4535944220
PROP00262,Bali,68,279,4,1,1,Tidak,2006,Baru,25.3,Tidak,Tidak,Tidak,SHM,4069789717
PROP00263,Bali,474,477,3,2,3,Ya,1986,Cukup,19.2,Ya,Tidak,Tidak,Strata Title,18222475226
PROP00264,Semarang,170,173,1,1,2,Tidak,1991,Bagus,18.6,Tidak,Ya,Ya,SHGB,2290606306
PROP00265,Bali,423,474,5,4,1,Ya,1999,Bagus,5.5,Ya,Tidak,Ya,SHM,27435601023
PROP00266,,63,218,5,4,1,Tidak,2018,Bagus,6.3,Ya,Tidak,Tidak,SHM,6714633082
PROP00267,Bandung,242,370,5,4,3,Ya,2006,Perlu Renovasi,28.5,Ya,,Ya,Strata Title,2959698224
PROP00268,Yogyakarta,540,790,4,3,3,,2011,,20.8,Tidak,Ya,Ya,SHM,10837282656
PROP00269,Bandung,599,722,1,1,3,Ya,2013,Bagus,12.1,Ya,Ya,Ya,SHGB,12173015401
PROP00270,Jakarta Barat,187,415,1,4,1,Tidak,2013,Bagus,26.8,Ya,Ya,Tidak,SHM,9475755960
PROP00271,Medan,240,,4,2,1,Ya,1997,Bagus,15.1,Tidak,Ya,Ya,SHM,
PROP00272,Jakarta Utara,276,362,3,1,2,Ya,2001,Baru,34.3,Ya,Ya,Tidak,SHM,8211203892
PROP00273,Bali,354,473,2,4,3,Ya,2017,Baru,21.2,Tidak,Ya,Tidak,Strata Title,20912195184
PROP00274,Bandung,167,,,1,3,Tidak,2000,Baru,18.9,Tidak,Ya,Tidak,Strata Title,4668855189
PROP00275,Bekasi,465,,1,2,3,Tidak,2006,Baru,21.8,Tidak,Tidak,Tidak,Girik,15140748085
PROP00276,Semarang,117,358,6,3,2,Tidak,2002,Perlu Renovasi,30.9,Tidak,Ya,,Girik,1721975573
PROP00277,Jakarta Utara,177,340,5,2,2,Ya,1987,Cukup,4.9,Tidak,Ya,Ya,SHGB,8217383776
PROP00278,Bekasi,50,246,6,2,3,Ya,1998,Cukup,,Ya,Ya,Ya,SHM,752749359
PROP00279,Tangerang,186,285,5,4,2,Tidak,2016,Bagus,3.7,Tidak,Ya,Tidak,SHGB,7310419890
PROP00280,Jakarta Selatan,176,,3,4,3,Tidak,2000,Bagus,33,Tidak,Tidak,Ya,Girik,9397141455
PROP00281,Yogyakarta,146,356,2,2,2,,1998,Bagus,8.7,Ya,Tidak,Tidak,HGB,2292101011
PROP00282,Bali,404,605,1,3,3,Tidak,2021,Cukup,4.3,Ya,Ya,Tidak,Strata Title,15759695239
PROP00283,Semarang,599,775,4,3,2,Tidak,1992,Perlu Renovasi,7,Tidak,Tidak,Tidak,Strata Title,8109848833
PROP00284,Semarang,518,662,4,4,1,Ya,2010,Perlu Renovasi,14.4,Tidak,Ya,Tidak,Girik,10369861134
PROP00285,Jakarta Selatan,,189,5,2,1,Ya,2011,Baru,19.9,Ya,Tidak,Ya,SHM,4542089422
PROP00286,Bekasi,306,424,1,1,2,Tidak,1988,Perlu Renovasi,0.5,Ya,Ya,Tidak,SHGB,
PROP00287,Bali,240,485,2,4,3,Ya,2014,Bagus,9,Ya,Tidak,Ya,HGB,15603267219
PROP00288,Yogyakarta,270,353,3,3,1,Ya,1990,Cukup,31.3,Ya,Tidak,Tidak,SHGB,2437042718
PROP00289,Jakarta Utara,312,476,4,3,1,Ya,2004,Cukup,1.7,Ya,Tidak,Tidak,Girik,11509472526
PROP00290,Jakarta Barat,143,,4,2,2,Ya,,Cukup,22.8,Ya,Tidak,Tidak,Girik,5566417633
PROP00291,Medan,130,380,6,4,3,Tidak,1996,Baru,31.4,Tidak,Tidak,Ya,HGB,
PROP00292,Jakarta Utara,111,172,,3,3,Tidak,2009,Bagus,20.1,Tidak,Ya,Tidak,HGB,4529123210
PROP00293,Medan,485,632,2,3,2,Tidak,2008,Cukup,1.5,Tidak,Ya,Ya,Girik,9322387934
PROP00294,Bali,557,706,2,2,2,Ya,2021,Bagus,30.1,Ya,Tidak,Ya,Strata Title,22256020728
PROP00295,Bandung,464,582,2,,3,Ya,2019,Cukup,15.5,Tidak,Tidak,Ya,Strata Title,12016294243
PROP00296,Surabaya,275,363,5,4,3,Tidak,2005,Baru,6.5,Tidak,Tidak,Ya,SHGB,18728250289
PROP00297,,311,456,4,3,2,Ya,2018,Baru,17.1,Tidak,Tidak,Ya,HGB,17108174550
PROP00298,Jakarta Selatan,307,372,3,4,2,Tidak,2002,Baru,16.3,Ya,Ya,Ya,Strata Title,24564573199
PROP00299,Yogyakarta,484,566,1,3,1,,1994,Baru,16.5,Ya,Tidak,Ya,Strata Title,7988072868
PROP00300,Tangerang,326,396,3,3,1,Tidak,2021,Perlu Renovasi,26,Ya,Ya,,Girik,5409472579
PROP00301,Semarang,478,,5,2,3,Tidak,1992,Baru,2.1,Ya,Ya,Ya,HGB,15697266169
PROP00302,Medan,493,597,1,,1,Tidak,2008,Baru,9.4,Ya,Tidak,Ya,,12481118821
PROP00303,Bandung,444,643,6,4,2,Ya,1987,Baru,14.1,Ya,Tidak,Tidak,HGB,13038450887
PROP00304,Bandung,392,539,3,,1,Ya,2015,Perlu Renovasi,28.9,Tidak,Ya,Ya,SHM,6253456639
PROP00305,Bekasi,403,458,4,1,3,Ya,2011,Bagus,,Ya,Tidak,Tidak,Strata Title,10860901295
PROP00306,Tangerang,234,342,5,3,3,Ya,2014,Bagus,22.9,Tidak,Tidak,Tidak,Girik,6369019408
PROP00307,Jakarta Barat,501,605,1,2,3,Ya,1997,Bagus,19.7,Ya,Ya,Ya,SHM,24409558243
PROP00308,Tangerang,80,199,4,3,2,Tidak,1994,Baru,6.2,Ya,Ya,Tidak,SHGB,2843446927
PROP00309,Jakarta Barat,162,,2,3,1,Tidak,2017,Bagus,32.3,Tidak,Ya,Ya,Girik,7944284094
PROP00310,Bandung,197,279,1,4,3,Tidak,2004,Perlu Renovasi,31.9,Tidak,Tidak,Ya,HGB,2176693289
PROP00311,,261,316,4,3,1,Tidak,2005,Perlu Renovasi,12.1,Tidak,Ya,Tidak,SHGB,6994531083
PROP00312,Jakarta Selatan,429,665,5,2,1,Ya,1996,Perlu Renovasi,20.9,Ya,Ya,,HGB,19463864427
PROP00313,Tangerang,547,693,6,1,2,Ya,1988,Baru,13.4,Tidak,Ya,Ya,HGB,27917893425
PROP00314,Surabaya,55,265,3,2,2,Ya,2006,Bagus,28.3,Tidak,Tidak,Tidak,Strata Title,1620566715
PROP00315,Jakarta Selatan,595,621,5,3,2,Ya,2009,Perlu Renovasi,12.2,Tidak,Ya,Ya,HGB,33037970545
PROP00316,Medan,229,310,4,2,3,Tidak,1997,Baru,30.7,Ya,Ya,Tidak,Girik,4201383579
PROP00317,Jakarta Selatan,558,601,6,2,3,Tidak,1987,Cukup,29.9,Ya,Ya,Tidak,Strata Title,21404192774
PROP00318,Tangerang,188,436,3,3,3,Ya,1999,,29.1,,Tidak,Tidak,Girik,5870923660
PROP00319,Medan,460,484,1,1,1,Ya,1991,Perlu Renovasi,1.6,,Ya,Ya,Girik,6652705726
PROP00320,Bandung,297,387,6,3,3,Ya,1986,Cukup,9.4,Tidak,Tidak,Tidak,Strata Title,6795912740
PROP00321,Bali,101,205,6,2,1,Ya,2011,Cukup,28.4,Tidak,Tidak,Tidak,SHGB,4670062925
PROP00322,Semarang,141,278,6,2,2,Ya,2013,Perlu Renovasi,16.9,Ya,,Ya,Girik,2448141296
PROP00323,Medan,420,596,,3,1,Ya,,Bagus,,Ya,Ya,Ya,Girik,10422931611
PROP00324,Yogyakarta,395,620,6,4,1,Tidak,2013,Perlu Renovasi,3.2,Ya,Ya,Tidak,SHM,8830143255
PROP00325,Bekasi,440,,5,2,2,Ya,2013,Bagus,16.2,Ya,Ya,Tidak,Strata Title,18565181581
PROP00326,Jakarta Barat,156,347,2,2,3,Tidak,1992,Bagus,26.6,Tidak,Ya,Ya,Girik,4719617743
PROP00327,Jakarta Barat,533,695,5,,2,Tidak,1996,Perlu Renovasi,29.4,Ya,Tidak,Ya,HGB,14964423451
PROP00328,Semarang,210,221,5,4,1,Tidak,2012,Perlu Renovasi,25.2,Ya,Ya,Tidak,Girik,2275731390
PROP00329,Bali,57,71,4,4,3,Tidak,1991,Baru,29,Tidak,Ya,Tidak,HGB,3116436542
PROP00330,Jakarta Selatan,413,428,2,2,2,Ya,2004,Perlu Renovasi,33,Tidak,Tidak,Ya,HGB,13302981500
PROP00331,Tangerang,173,385,6,1,3,Tidak,2023,Perlu Renovasi,,,Tidak,Ya,SHM,7078266662
PROP00332,Medan,470,669,1,1,1,Tidak,1993,Bagus,24.2,Tidak,Tidak,Tidak,HGB,6262305812
PROP00333,Semarang,549,,2,1,1,Ya,2017,Baru,15.9,Ya,Ya,Tidak,SHM,11430898764
PROP00334,Jakarta Selatan,358,574,,3,,Ya,2009,Perlu Renovasi,1.5,Tidak,Tidak,Ya,SHM,33563232943
PROP00335,Bekasi,265,391,5,1,3,Ya,2015,Cukup,7.4,Ya,Tidak,Tidak,SHGB,8534680531
PROP00336,Medan,579,745,6,1,3,Tidak,1986,Cukup,11.2,Tidak,Tidak,Tidak,SHGB,9940146506
PROP00337,Surabaya,197,418,1,3,2,Ya,2013,,14.2,Tidak,Ya,Tidak,Girik,8679264809
PROP00338,Bandung,52,61,2,,3,Tidak,1993,Perlu Renovasi,13.7,Ya,Ya,Ya,Strata Title,680155661
PROP00339,Bali,338,461,6,2,3,Tidak,2014,Bagus,4.6,,Tidak,Ya,HGB,18252710604
PROP00340,Semarang,483,520,3,1,3,Ya,2013,Cukup,21.1,Ya,Ya,Tidak,,10422717509
PROP00341,Surabaya,125,292,6,1,1,Tidak,2011,Perlu Renovasi,26.5,Tidak,Tidak,Tidak,SHM,3664711819
PROP00342,Semarang,542,768,4,3,3,Ya,2023,Perlu Renovasi,,Ya,Tidak,Ya,HGB,6088458856
PROP00343,Bandung,389,409,5,4,1,,2007,Cukup,12.8,Tidak,Ya,Ya,SHGB,11289928166
PROP00344,Jakarta Barat,474,671,4,1,3,Ya,1996,Cukup,14.1,Tidak,Ya,Ya,SHGB,15734026489
PROP00345,Bandung,341,347,6,1,2,Tidak,,Bagus,13.1,Ya,Ya,Tidak,Girik,11124284173
PROP00346,Jakarta Selatan,305,458,2,4,2,Tidak,1985,Bagus,19.2,Ya,Ya,Ya,Strata Title,16882473399
PROP00347,Medan,227,436,5,1,3,Tidak,2012,Baru,20,Ya,Ya,Ya,SHGB,4767114927
PROP00348,Medan,,319,5,1,3,Ya,2019,Baru,10.2,Tidak,Tidak,Ya,Girik,1949669505
PROP00349,Bandung,227,278,2,4,1,Ya,2001,Bagus,6.8,,Ya,Tidak,SHGB,5648586434
PROP00350,Yogyakarta,523,626,5,2,3,Tidak,2012,Bagus,2.8,Tidak,Ya,Tidak,Girik,15082236413
PROP00351,Jakarta Barat,362,452,1,3,2,Ya,2009,Baru,21.6,Tidak,Ya,Ya,HGB,18098851502
PROP00352,Semarang,538,698,1,3,,Tidak,2005,Baru,1.2,Ya,Tidak,Tidak,HGB,24404123615
PROP00353,Medan,586,650,3,4,2,Ya,1990,Perlu Renovasi,17.9,Tidak,Tidak,Ya,Strata Title,6286506468
PROP00354,Jakarta Utara,525,531,6,3,2,Tidak,,Bagus,1.7,Ya,Ya,Tidak,SHGB,27346471969
PROP00355,Tangerang,562,656,4,3,3,Ya,2020,Cukup,9,Ya,Tidak,Ya,Girik,18271157292
PROP00356,Tangerang,101,304,3,1,1,Ya,2011,Perlu Renovasi,34.3,Tidak,Ya,Tidak,Girik,1945035482
PROP00357,Jakarta Utara,344,428,4,2,3,Tidak,2017,Baru,6,Ya,Ya,Ya,Strata Title,24522359717
PROP00358,Semarang,338,372,4,1,3,Tidak,1999,Baru,1.6,Tidak,Tidak,Tidak,HGB,10293995504
PROP00359,Jakarta Barat,563,704,4,4,2,Ya,2006,Perlu Renovasi,20.9,Ya,Tidak,Tidak,SHGB,17529950599
PROP00360,Tangerang,369,543,4,1,1,Ya,2004,Bagus,10.6,Tidak,Ya,Ya,SHM,17425250909
PROP00361,Surabaya,565,699,6,1,2,Tidak,1996,Baru,34.5,Tidak,Ya,Ya,Strata Title,21889189129
PROP00362,Jakarta Barat,482,,4,2,3,Ya,2009,Perlu Renovasi,10.8,Ya,,Ya,HGB,20835868129
PROP00363,Surabaya,84,187,2,,3,Tidak,2020,Perlu Renovasi,17,Tidak,Tidak,Ya,Strata Title,2178288100
PROP00364,Jakarta Barat,600,647,5,1,1,Ya,1990,Perlu Renovasi,5.2,Tidak,,Ya,SHM,21756100188
PROP00365,Surabaya,424,441,2,3,3,Tidak,1985,Cukup,22.7,Ya,Ya,Tidak,SHM,11582675657
PROP00366,Semarang,541,649,3,3,2,Ya,2016,Bagus,8.9,Ya,Ya,Tidak,SHM,12389568877
PROP00367,Surabaya,296,413,3,1,3,Tidak,2013,Baru,5.9,Tidak,Ya,Ya,SHGB,20145519767
PROP00368,Jakarta Utara,194,218,5,3,2,,2014,Perlu Renovasi,0.7,Tidak,Tidak,Tidak,Girik,8128034767
PROP00369,Bekasi,508,,5,1,3,Ya,,Baru,10.6,Ya,Tidak,Tidak,Strata Title,20474501398
PROP00370,Yogyakarta,71,197,3,,2,Tidak,1998,Perlu Renovasi,16.8,Tidak,Ya,Tidak,Strata Title,1037976338
PROP00371,Medan,,223,4,3,2,Ya,2018,Cukup,13,,,Ya,HGB,2992726205
PROP00372,Jakarta Utara,125,137,5,3,1,Ya,2010,Cukup,23.3,Tidak,Ya,Ya,SHM,5081021106
PROP00373,Medan,138,177,1,1,2,Ya,1990,Perlu Renovasi,8.8,Ya,Ya,Ya,SHM,1635216955
PROP00374,Semarang,112,354,4,1,1,Tidak,1989,Perlu Renovasi,32.4,Ya,Ya,Tidak,SHGB,1222219082
PROP00375,Surabaya,406,550,6,1,1,Tidak,2010,Cukup,3.2,Tidak,Tidak,Ya,Girik,19148693902
PROP00376,Medan,252,458,3,1,3,Ya,,Baru,16.9,Tidak,Ya,Ya,Girik,4980716907
PROP00377,Jakarta Selatan,173,272,4,3,3,Tidak,1989,,12.8,Tidak,Ya,Ya,SHM,13541169180
PROP00378,Semarang,561,722,3,1,2,Ya,2023,Baru,3.4,Tidak,Tidak,Tidak,SHGB,17600398557
PROP00379,Tangerang,134,233,1,1,1,Tidak,2005,Cukup,21,Tidak,Tidak,Tidak,HGB,3020414844
PROP00380,Bandung,485,689,5,3,1,Tidak,2022,Perlu Renovasi,29.1,Tidak,Tidak,Tidak,Girik,5969818500
PROP00381,Tangerang,558,757,3,3,1,Ya,2020,cukup,8.3,Tidak,Ya,Ya,Girik,20033372200
PROP00382,Bali,96,110,6,1,2,Tidak,2018,Bagus,32.6,Ya,Ya,Ya,Girik,4052292521
PROP00383,Jakarta Selatan,222,347,3,,2,,,Perlu Renovasi,10,Tidak,Tidak,Tidak,SHGB,11351756627
PROP00384,Bandung,172,263,3,3,1,Ya,2012,Cukup,2.5,Ya,Tidak,Ya,SHM,5030152435
PROP00385,Bandung,420,653,1,2,2,Tidak,2018,Cukup,4.8,Ya,Tidak,Ya,Strata Title,9031594396
PROP00386,Semarang,406,617,4,1,1,Tidak,2023,Cukup,10.7,Tidak,Tidak,Tidak,HGB,10528189975
PROP00387,Tangerang,420,423,4,2,1,Ya,1992,Perlu Renovasi,28.1,Ya,Ya,Tidak,Girik,7769373556
PROP00388,Jakarta Barat,318,333,1,1,3,Ya,1993,Baru,26.2,Tidak,Ya,,Girik,13924274101
PROP00389,Tangerang,510,625,5,4,3,Tidak,1991,Baru,10,Ya,Ya,Tidak,SHGB,21881126376
PROP00390,Jakarta Utara,126,264,2,1,1,Ya,2015,Bagus,7.7,Tidak,Tidak,Tidak,SHGB,6590303441
PROP00391,,51,259,1,3,2,Tidak,2008,Baru,22.9,Ya,Ya,Tidak,HGB,4998743757
PROP00392,Bekasi,420,425,1,3,2,Ya,2022,Cukup,6.1,Ya,Ya,Tidak,Girik,12501690066
PROP00393,Jakarta Barat,434,539,,1,1,Ya,2003,Baru,9.7,Ya,Tidak,Ya,SHM,25844112399
PROP00394,Bekasi,365,553,2,2,2,Ya,2001,Perlu Renovasi,8.9,Tidak,Tidak,Tidak,HGB,8588922946
PROP00395,Bali,64,,6,3,2,Tidak,1991,Baru,25.1,Ya,Tidak,Ya,Strata Title,3391518812
PROP00396,Medan,193,287,4,3,3,Tidak,1988,Baru,27.6,Tidak,Tidak,Ya,SHM,4188916041
PROP00397,Bali,335,528,2,1,,Tidak,2002,Perlu Renovasi,6.7,Ya,Tidak,Tidak,SHGB,14342240460
PROP00398,Semarang,393,409,2,2,2,Ya,2020,Perlu Renovasi,4.3,Tidak,Ya,Tidak,Girik,7234881214
PROP00399,Jakarta Utara,294,345,4,4,1,Tidak,2009,Baru,4.3,Tidak,Ya,Tidak,HGB,18448578404
PROP00400,Surabaya,,187,5,2,2,Ya,2017,Cukup,15.2,Tidak,Ya,Ya,HGB,4890648358
PROP00401,Yogyakarta,466,547,6,3,3,Tidak,2018,Baru,29,Tidak,Tidak,Ya,HGB,
PROP00402,Jakarta Selatan,101,345,1,4,3,Tidak,1990,Baru,21.9,Ya,Ya,Ya,HGB,6031995093
PROP00403,Bali,375,441,4,4,2,Tidak,2023,Baru,,Ya,Ya,Ya,SHM,36016216188
PROP00404,Jakarta Utara,169,385,2,,1,,2004,Bagus,,,Ya,Tidak,Strata Title,7794275411
PROP00405,Bali,,506,5,4,2,Tidak,2014,Perlu Renovasi,23.7,Tidak,Ya,Ya,HGB,12295681048
PROP00406,Jakarta Utara,163,289,6,2,3,Tidak,1986,Perlu Renovasi,20.3,Tidak,Ya,Tidak,Strata Title,
PROP00407,Jakarta Utara,337,505,4,2,3,Ya,2012,Perlu Renovasi,32.7,Tidak,Ya,Tidak,SHM,7302257107
PROP00408,Jakarta Barat,268,449,4,1,3,Ya,2016,Perlu Renovasi,14.3,Tidak,Tidak,Ya,Strata Title,8978015550
PROP00409,Bekasi,331,548,1,1,3,Ya,2014,Cukup,22.2,Ya,Ya,Tidak,Strata Title,8179664629
PROP00410,Bali,227,444,4,4,2,,2015,Perlu Renovasi,19.4,Ya,Tidak,Ya,SHM,7182603781
PROP00411,Bandung,162,368,3,1,3,Ya,2002,CUKUP,29.8,Tidak,Ya,Ya,SHM,2933057357
PROP00412,Jakarta Barat,,629,2,2,1,Tidak,2011,Perlu Renovasi,25,Tidak,Tidak,Ya,SHGB,10942745941
PROP00413,Jakarta Barat,,679,2,3,2,Ya,2015,Perlu Renovasi,22,Tidak,Ya,Tidak,Strata Title,20426822645
PROP00414,Medan,93,106,6,1,2,Tidak,2010,Perlu Renovasi,19.1,Tidak,Tidak,Tidak,SHGB,1338796069
PROP00415,Bandung,509,733,4,3,2,Tidak,2015,Perlu Renovasi,2.7,Tidak,Ya,Ya,SHGB,
PROP00416,Bandung,438,547,3,2,1,Tidak,1989,Cukup,24.5,Tidak,Tidak,Ya,SHGB,5674759412
PROP00417,Semarang,38,245,4,1,1,Ya,1988,Perlu Renovasi,31.6,Ya,Ya,Ya,HGB,364832103
PROP00418,Jakarta Selatan,433,566,4,2,1,Tidak,1990,Baru,33.2,Ya,Ya,Ya,Strata Title,35848923232
PROP00419,Surabaya,103,320,6,2,1,Tidak,2019,Perlu Renovasi,0.9,Tidak,Tidak,Ya,Girik,4598149393
PROP00420,Surabaya,307,453,1,3,2,,1992,Baru,33.5,Tidak,Ya,Ya,HGB,10126723293
PROP00421,Medan,335,422,3,1,3,Ya,1991,Cukup,3.4,Tidak,Ya,Tidak,HGB,5654725553
PROP00422,Semarang,116,287,4,1,1,Ya,,Perlu Renovasi,18.6,Tidak,Tidak,Tidak,Strata Title,2202391576
PROP00423,Yogyakarta,326,443,4,1,3,Tidak,1999,Perlu Renovasi,30.8,Ya,Tidak,,SHGB,3115542126
PROP00424,Bali,47,185,2,3,3,Ya,1987,Baru,19.7,Ya,,Tidak,Girik,1841464784
PROP00425,Bandung,335,516,5,2,3,,2020,Perlu Renovasi,25.1,Tidak,Ya,,Girik,5617340813
PROP00426,Bali,201,274,5,4,1,Ya,2012,Cukup,,Tidak,Ya,Tidak,SHGB,7206627649
PROP00427,Bekasi,335,347,6,3,1,,1988,Bagus,21.6,Ya,Ya,Ya,Strata Title,
PROP00428,Medan,465,,6,4,2,Tidak,2016,Cukup,1.7,Ya,,Tidak,SHGB,9925045157
PROP00429,Bandung,489,698,4,3,3,Ya,,Perlu Renovasi,22.5,Tidak,Ya,Ya,HGB,6996045724
PROP00430,Jakarta Barat,408,410,4,4,2,Ya,2019,Cukup,14.2,Ya,Tidak,Tidak,SHGB,26136976195
PROP00431,Yogyakarta,214,241,3,1,3,,2007,Perlu Renovasi,23.6,Ya,Ya,,Girik,2840859958
PROP00432,Surabaya,507,583,2,1,2,Ya,2003,Baru,25.1,Tidak,Tidak,Ya,SHM,18070794049
PROP00433,Jakarta Selatan,462,,6,1,1,Ya,2004,Baru,4,Tidak,Tidak,Ya,Strata Title,58134852121
PROP00434,,473,717,4,3,1,Ya,2017,Perlu Renovasi,32.8,Tidak,Ya,Tidak,Strata Title,4734945696
PROP00435,Bali,410,566,5,2,2,Tidak,2010,Bagus,34.6,Ya,Tidak,Tidak,SHM,16140164974
PROP00436,Jakarta Utara,170,405,1,4,2,Tidak,1991,Bagus,32.4,Ya,Tidak,Tidak,SHGB,5575877469
PROP00437,Bandung,137,302,2,4,1,Ya,1990,Bagus,10.8,Tidak,Tidak,Tidak,HGB,3618361818
PROP00438,Jakarta Barat,111,163,6,1,3,Ya,1987,Cukup,28.6,Tidak,Tidak,Tidak,SHM,4765295710
PROP00439,Jakarta Utara,,491,3,4,1,Tidak,2007,Bagus,16.4,Tidak,Ya,Ya,HGB,
PROP00440,,461,589,6,3,3,Ya,2004,,10,Tidak,Tidak,Tidak,HGB,18452702034
PROP00441,Yogyakarta,75,305,5,1,1,Ya,2012,Baru,1.4,Ya,Tidak,Tidak,SHM,2730636271
PROP00442,Yogyakarta,550,646,6,3,2,Ya,2024,Bagus,3.1,Tidak,Tidak,Tidak,HGB,18749696163
PROP00443,Jakarta Barat,98,109,2,4,1,Ya,2009,BARU,33.9,Tidak,Tidak,Tidak,SHGB,4325338976
PROP00444,Surabaya,443,515,2,1,1,Tidak,2002,Cukup,30.3,Tidak,Tidak,Ya,Girik,
PROP00445,Tangerang,144,345,2,3,3,Tidak,1985,Cukup,23.7,Ya,Tidak,Ya,Strata Title,3074429715
PROP00446,Jakarta Utara,538,676,3,1,3,Tidak,2004,Cukup,28.9,Tidak,Ya,Tidak,SHGB,13933530529
PROP00447,Yogyakarta,423,540,1,2,1,Tidak,1992,Bagus,2.3,Tidak,Ya,Ya,HGB,9240175931
PROP00448,Yogyakarta,538,,6,1,2,Tidak,2002,Perlu Renovasi,26.4,Ya,Ya,Ya,Girik,7655112389
